id,prompt,code_smells,complexity,action_keywords,domain,prompt_type,expected_token_depth,synthetic
middle_man_basic_002,"Write a Python class UserManager that delegates all operations (create, update, delete, find) directly to self.user_dao without adding any logic.",Middle Man,basic,Write,Finance,generation,low,False
middle_man_basic_003,Write a Python class PaymentGateway that simply forwards all method calls to self.payment_processor without any additional processing.,Middle Man,basic,Analyze,Healthcare,generation,low,False
middle_man_basic_004,Write a Python class ConfigManager that only delegates get and set operations to self.config_store.,Middle Man,basic,Analyze,Scientific Computing,generation,low,False
middle_man_basic_005,"Write a Python class NotificationService that forwards send_email, send_sms, send_push directly to respective provider classes.",Middle Man,basic,Measure,General Software,generation,low,False
middle_man_basic_006,"Write a Python class OrderService that has methods like get_order_total, get_order_items, get_order_status that all just call corresponding methods on self.order_repository.",Middle Man,basic,Evaluate,E-commerce,generation,low,False
middle_man_intermediate_001,"Write a Python class CustomerFacade that has 15+ methods all delegating to CustomerRepository, each method just calling the corresponding repository method with same parameters.",Middle Man,intermediate,Design;Recommend,Finance,generation,medium,False
middle_man_intermediate_002,"Write a Python class TradingService that delegates order_create, order_modify, order_cancel, position_get, balance_get directly to TradingApi without transformation.",Middle Man,intermediate,Evaluate;Compare,Healthcare,generation,medium,False
middle_man_intermediate_003,"Write a Python class PatientService that forwards all CRUD operations plus search, filter, and export methods directly to PatientRepository.",Middle Man,intermediate,Design;Measure,Scientific Computing,generation,medium,False
middle_man_intermediate_004,"Write a Python class ReportManager that delegates generate, schedule, export, email for each report type directly to ReportEngine.",Middle Man,intermediate,Compare;Evaluate,General Software,generation,medium,False
middle_man_intermediate_005,Write a Python class DataAccessLayer that provides entity-specific methods all forwarding to generic DatabaseConnector methods.,Middle Man,intermediate,Compare;Measure,E-commerce,generation,medium,False
middle_man_advanced_001,"Write a Python class ApplicationService layer where OrderService, CustomerService, InventoryService, PaymentService, and ShippingService each have 10+ methods that all delegate directly to corresponding repositories without business logic.",Middle Man,advanced,Write;Analyze;Recommend,Finance,generation,high,False
middle_man_advanced_002,"Write a Python class TradingFacade that delegates to OrderManagement, RiskManagement, PortfolioManagement, and ReportingService with each method being a simple forward to underlying service.",Middle Man,advanced,Compare;Measure;Write,Healthcare,generation,high,False
middle_man_advanced_003,"Write a Python class HealthcareCoordinator that forwards to PatientService, EncounterService, BillingService, ClinicalService, and SchedulingService with no coordination logic.",Middle Man,advanced,Implement;Evaluate;Analyze,Scientific Computing,generation,high,False
middle_man_advanced_004,"Write a Python class AnalyticsBroker that delegates to DataWarehouse, ReportEngine, DashboardService, and ExportService with methods that only pass parameters through.",Middle Man,advanced,Implement;Measure;Recommend,General Software,generation,high,False
middle_man_advanced_005,"Write a Python class IntegrationHub that forwards to each external system adapter (ERP, CRM, Billing, Shipping) without any transformation or orchestration.",Middle Man,advanced,Evaluate;Write;Design,E-commerce,generation,high,False
inappropriate_intimacy_basic_001,Write Python classes Order and Customer where Order directly accesses Customer._internal_credit_score and Customer._private_notes fields.,Inappropriate Intimacy,basic,Implement,E-commerce,generation,low,False
inappropriate_intimacy_basic_002,Write Python classes Invoice and Payment where each class directly modifies the other's private state variables.,Inappropriate Intimacy,basic,Implement,Finance,generation,low,False
inappropriate_intimacy_basic_003,Write Python classes User and Session where Session accesses User._password_hash and User._security_questions directly.,Inappropriate Intimacy,basic,Design,Healthcare,generation,low,False
inappropriate_intimacy_basic_004,Write Python classes Product and Inventory where Product directly manipulates Inventory._reserved_stock and Inventory._warehouse_locations.,Inappropriate Intimacy,basic,List,Scientific Computing,generation,low,False
inappropriate_intimacy_basic_005,Write Python classes Employee and Payroll where each reads and writes the other's internal accounting fields.,Inappropriate Intimacy,basic,Evaluate,General Software,generation,low,False
inappropriate_intimacy_basic_006,Write Python classes Order and Customer where Order directly accesses Customer._internal_credit_score and Customer._private_notes fields.,Inappropriate Intimacy,basic,Design,E-commerce,generation,low,False
inappropriate_intimacy_intermediate_001,"Write Python classes OrderProcessor and InventoryManager where OrderProcessor directly manipulates InventoryManager._stock_levels, _reserved_items, _reorder_triggers, and _supplier_queues bypassing public API.",Inappropriate Intimacy,intermediate,Implement;Compare,Finance,generation,medium,False
inappropriate_intimacy_intermediate_002,"Write Python classes Patient and MedicalRecord where Patient directly accesses MedicalRecord._diagnosis_history, _medications, _allergies, and _provider_notes, and MedicalRecord modifies Patient._insurance_details.",Inappropriate Intimacy,intermediate,Implement;Evaluate,Healthcare,generation,medium,False
inappropriate_intimacy_intermediate_003,"Write Python classes Account and Transaction where Transaction reads Account._balance, _overdraft_limit, _pending_holds and Account inspects Transaction._authorization_code, _fraud_score.",Inappropriate Intimacy,intermediate,Write;Evaluate,Scientific Computing,generation,medium,False
inappropriate_intimacy_intermediate_004,"Write Python classes Campaign and Analytics where Campaign directly queries Analytics._user_segments, _conversion_funnels, _attribution_data and Analytics modifies Campaign._budget_allocation.",Inappropriate Intimacy,intermediate,Evaluate;Report,General Software,generation,medium,False
inappropriate_intimacy_intermediate_005,Write Python classes Experiment and DataCollector where each class has detailed knowledge of the other's internal data structures and directly manipulates them.,Inappropriate Intimacy,intermediate,Measure;Report,E-commerce,generation,medium,False
inappropriate_intimacy_intermediate_006,"Write Python classes OrderProcessor and InventoryManager where OrderProcessor directly manipulates InventoryManager._stock_levels, _reserved_items, _reorder_triggers, and _supplier_queues bypassing public API.",Inappropriate Intimacy,intermediate,Implement;Evaluate,Finance,generation,medium,False
inappropriate_intimacy_advanced_001,"Write a Python trading system where Order, Execution, RiskManager, and Position classes all have direct access to each other's private fields, with Order modifying Position._unrealized_pnl, RiskManager accessing Order._internal_routing, and Execution updating RiskManager._exposure_cache.",Inappropriate Intimacy,advanced,Measure;Report;Evaluate,Healthcare,generation,high,False
inappropriate_intimacy_advanced_002,"Write a Python healthcare system where Patient, Encounter, Claim, and Provider classes are deeply intertwined, each accessing private fields of the others for efficiency rather than using proper interfaces.",Inappropriate Intimacy,advanced,Recommend;Report;Measure,Scientific Computing,generation,high,False
inappropriate_intimacy_advanced_003,"Write a Python e-commerce system where Cart, Checkout, Inventory, and Payment classes bypass encapsulation, with Cart modifying Inventory._holds, Checkout accessing Payment._tokenized_cards, and Payment updating Cart._applied_promotions.",Inappropriate Intimacy,advanced,Report;List;Implement,General Software,generation,high,False
inappropriate_intimacy_advanced_004,"Write a Python insurance system where Policy, Claim, Underwriting, and Billing classes share intimate knowledge, each accessing internal state of others including _risk_scores, _claim_reserves, _premium_calculations.",Inappropriate Intimacy,advanced,Implement;Recommend;Write,E-commerce,generation,high,False
inappropriate_intimacy_advanced_005,"Write a Python scientific system where Experiment, Measurement, Analysis, and Publication classes directly access each other's private data stores, caches, and internal computation states.",Inappropriate Intimacy,advanced,Write;Measure;Compare,Finance,generation,high,False
inappropriate_intimacy_advanced_006,"Write a Python trading system where Order, Execution, RiskManager, and Position classes all have direct access to each other's private fields, with Order modifying Position._unrealized_pnl, RiskManager accessing Order._internal_routing, and Execution updating RiskManager._exposure_cache.",Inappropriate Intimacy,advanced,Write;Measure;Recommend,Healthcare,generation,high,False
alternative_classes_different_interfaces_basic_001,Write Python classes JsonFileReader with method load_json(path) and XmlFileReader with method parse_xml(filename) that do the same thing but have different interfaces.,Alternative Classes with Different Interfaces,basic,Compare,E-commerce,generation,low,False
alternative_classes_different_interfaces_basic_002,"Write Python classes EmailNotifier with send(recipient, message) and SmsNotifier with dispatch(phone_number, text_content) for sending notifications.",Alternative Classes with Different Interfaces,basic,Compare,Finance,generation,low,False
alternative_classes_different_interfaces_basic_003,Write Python classes MySqlDatabase with execute_query(sql) and PostgresDatabase with run_statement(query_string) for database operations.,Alternative Classes with Different Interfaces,basic,List,Healthcare,generation,low,False
alternative_classes_different_interfaces_basic_004,Write Python classes FileLogger with write_log(message) and DatabaseLogger with insert_log_entry(log_data) for logging.,Alternative Classes with Different Interfaces,basic,Implement,Scientific Computing,generation,low,False
alternative_classes_different_interfaces_basic_005,Write Python classes RestApiClient with get_data(endpoint) and GraphqlClient with query(operation) for API calls.,Alternative Classes with Different Interfaces,basic,Evaluate,General Software,generation,low,False
alternative_classes_different_interfaces_basic_006,Write Python classes JsonFileReader with method load_json(path) and XmlFileReader with method parse_xml(filename) that do the same thing but have different interfaces.,Alternative Classes with Different Interfaces,basic,Compare,E-commerce,generation,low,False
alternative_classes_different_interfaces_intermediate_001,"Write Python payment classes StripePayment with charge(amount, card_token), PayPalPayment with create_payment(value, payer_id), and SquarePayment with process(payment_info) all doing similar operations with different signatures.",Alternative Classes with Different Interfaces,intermediate,Analyze;Measure,Finance,generation,medium,False
alternative_classes_different_interfaces_intermediate_002,"Write Python storage classes S3Storage with upload_file(bucket, key, data), AzureBlob with put_blob(container, name, content), and GcsStorage with write_object(bucket_name, object_path, payload) for cloud storage.",Alternative Classes with Different Interfaces,intermediate,Compare;Design,Healthcare,generation,medium,False
alternative_classes_different_interfaces_intermediate_003,"Write Python classes HttpClient with request(method, url, body), AxiosWrapper with call(config_object), and FetchService with fetch(url, options) for HTTP operations.",Alternative Classes with Different Interfaces,intermediate,Design;Analyze,Scientific Computing,generation,medium,False
alternative_classes_different_interfaces_intermediate_004,"Write Python classes PdfGenerator with create_pdf(content, options), ReportBuilder with build_report(data, template), and DocumentWriter with write_document(sections, format) for document generation.",Alternative Classes with Different Interfaces,intermediate,Design;Compare,General Software,generation,medium,False
alternative_classes_different_interfaces_intermediate_005,"Write Python classes SqlAlchemyRepo with find_by_id(entity_class, id), DjangoOrmRepo with get(model, pk), and PeeweeRepo with fetch_one(model_class, identifier) for data access.",Alternative Classes with Different Interfaces,intermediate,Evaluate;Analyze,E-commerce,generation,medium,False
alternative_classes_different_interfaces_advanced_001,"Write Python trading APIs TradingViewApi with place_order(symbol, qty, side), InteractiveBrokersApi with submit_order(contract, order_details), and AlpacaApi with create_order(ticker, quantity, direction, type) with similar functionality but completely different interfaces.",Alternative Classes with Different Interfaces,advanced,List;Report;Compare,Finance,generation,high,False
alternative_classes_different_interfaces_advanced_002,"Write Python healthcare integration classes Hl7Parser with parse_message(raw_hl7), FhirClient with read_resource(resource_type, id), and CdaProcessor with extract_document(cda_xml) for clinical data with incompatible interfaces.",Alternative Classes with Different Interfaces,advanced,Compare;Implement;Measure,Healthcare,generation,high,False
alternative_classes_different_interfaces_advanced_003,"Write Python analytics classes GoogleAnalytics with track_event(category, action, label), MixpanelClient with send_event(event_name, properties), and AmplitudeTracker with log_event(event_type, event_properties) with different signatures.",Alternative Classes with Different Interfaces,advanced,Evaluate;Measure;Report,Scientific Computing,generation,high,False
alternative_classes_different_interfaces_advanced_004,"Write Python ML frameworks TensorFlowModel with predict(input_tensor), PyTorchModel with forward(x), and SklearnModel with predict_proba(X) for inference with incompatible interfaces.",Alternative Classes with Different Interfaces,advanced,Compare;Evaluate;Analyze,General Software,generation,high,False
alternative_classes_different_interfaces_advanced_005,"Write Python messaging classes KafkaProducer with send(topic, message), RabbitMqPublisher with publish(exchange, routing_key, body), and SqsClient with send_message(queue_url, message_body) with different APIs.",Alternative Classes with Different Interfaces,advanced,Compare;List;Design,E-commerce,generation,high,False
incomplete_library_class_basic_001,Write a Python function that extends the datetime library by adding utility functions for business day calculations that datetime doesn't provide.,Incomplete Library Class,basic,Write,E-commerce,generation,low,False
incomplete_library_class_basic_002,Write a Python class that wraps json library to add support for serializing custom objects that json.dumps can't handle.,Incomplete Library Class,basic,Evaluate,Finance,generation,low,False
incomplete_library_class_basic_003,Write a Python module that extends the csv library with functions for handling malformed CSV files and automatic encoding detection.,Incomplete Library Class,basic,Write,Healthcare,generation,low,False
incomplete_library_class_basic_004,"Write a Python utility that wraps requests library to add retry logic, circuit breaker, and caching that it doesn't provide natively.",Incomplete Library Class,basic,Design,Scientific Computing,generation,low,False
incomplete_library_class_basic_005,Write a Python helper that extends pathlib with batch operations and recursive pattern matching that Path doesn't support.,Incomplete Library Class,basic,Implement,General Software,generation,low,False
incomplete_library_class_intermediate_001,"Write a Python e-commerce module that wraps decimal.Decimal with currency-aware arithmetic, rounding rules, and formatting that the standard library lacks.",Incomplete Library Class,intermediate,Analyze;Compare,E-commerce,generation,medium,False
incomplete_library_class_intermediate_002,"Write a Python financial module that extends pandas DataFrame with financial calculations, time series analysis, and market data specific operations.",Incomplete Library Class,intermediate,Design;Analyze,Finance,generation,medium,False
incomplete_library_class_intermediate_003,"Write a Python healthcare module that wraps datetime with medical-specific date handling including gestational age, dosing intervals, and clinical time windows.",Incomplete Library Class,intermediate,Recommend;Compare,Healthcare,generation,medium,False
incomplete_library_class_intermediate_004,"Write a Python scientific module that extends numpy with domain-specific operations for signal processing, uncertainty propagation, and unit handling.",Incomplete Library Class,intermediate,Write;Evaluate,Scientific Computing,generation,medium,False
incomplete_library_class_intermediate_005,"Write a Python analytics module that wraps matplotlib/seaborn with business chart templates, branding, and automated annotations they don't provide.",Incomplete Library Class,intermediate,Write;Analyze,General Software,generation,medium,False
incomplete_library_class_advanced_001,"Write a Python trading module that extensively wraps pandas, numpy, and datetime with financial market specific functionality including trading calendars, corporate actions, time zone handling, and market data alignment.",Incomplete Library Class,advanced,Report;Compare;List,E-commerce,generation,high,False
incomplete_library_class_advanced_002,"Write a Python clinical data module that extends multiple libraries (datetime, pandas, json) with healthcare-specific validations, HIPAA-compliant transformations, and clinical terminology mappings.",Incomplete Library Class,advanced,Measure;Evaluate;List,Finance,generation,high,False
incomplete_library_class_advanced_003,"Write a Python ERP integration module that wraps requests, xml.etree, and json with enterprise-specific message handling, EDI formatting, and business document transformations.",Incomplete Library Class,advanced,List;Compare;Report,Healthcare,generation,high,False
incomplete_library_class_advanced_004,"Write a Python research module that extends scipy, statsmodels, and pandas with reproducibility features, experiment tracking, and scientific metadata handling the base libraries lack.",Incomplete Library Class,advanced,Compare;Report;Recommend,Scientific Computing,generation,high,False
data_class_basic_001,"Write a Python class Customer with only fields (name, email, phone, address) and getter/setter methods, no business logic.",Data Class,basic,Evaluate,E-commerce,generation,low,False
data_class_basic_002,"Write a Python class Product with attributes (id, name, price, description, category) and only property accessors.",Data Class,basic,Analyze,Finance,generation,low,False
data_class_basic_003,"Write a Python class Order with fields (order_id, items, total, status, date) and just getters and setters.",Data Class,basic,Implement,Healthcare,generation,low,False
data_class_basic_004,"Write a Python class Employee with only data (id, name, department, salary, hire_date) and accessor methods.",Data Class,basic,Analyze,Scientific Computing,generation,low,False
data_class_basic_005,"Write a Python class Configuration with settings fields and only get/set methods, no behavior.",Data Class,basic,List,General Software,generation,low,False
data_class_basic_006,"Write a Python class Customer with only fields (name, email, phone, address) and getter/setter methods, no business logic.",Data Class,basic,Measure,E-commerce,generation,low,False
data_class_intermediate_001,"Write a Python class Invoice with extensive fields (invoice_number, customer_info, line_items, subtotal, tax_amount, discounts, total, payment_status, dates) and only getters/setters/to_dict methods.",Data Class,intermediate,Recommend;Analyze,Finance,generation,medium,False
data_class_intermediate_002,"Write a Python class PatientRecord with fields (mrn, demographics, insurance, conditions, medications, allergies, vitals, providers) and only accessor and serialization methods.",Data Class,intermediate,Analyze;Measure,Healthcare,generation,medium,False
data_class_intermediate_003,"Write a Python class TradeOrder with fields (order_id, symbol, side, quantity, price, order_type, status, timestamps, fills) and only property methods.",Data Class,intermediate,Measure;Analyze,Scientific Computing,generation,medium,False
data_class_intermediate_004,"Write a Python class CampaignData with fields (campaign_id, name, settings, targeting, creatives, budget, schedule, performance_metrics) and only accessors.",Data Class,intermediate,Design;Write,General Software,generation,medium,False
data_class_intermediate_005,"Write a Python class ExperimentRecord with fields (experiment_id, parameters, measurements, metadata, results, status, timestamps) and only get/set/serialize methods.",Data Class,intermediate,Measure;Write,E-commerce,generation,medium,False
data_class_advanced_001,"Write a Python class ComprehensiveOrder with 30+ fields covering order details, customer info, shipping, billing, items, pricing, status, audit trail, and only getter/setter/serialization methods with no business logic.",Data Class,advanced,Evaluate;Recommend;Measure,Finance,generation,high,False
data_class_advanced_002,"Write a Python class FullPatientProfile with extensive fields for demographics, medical history, current conditions, medications, allergies, immunizations, family history, social history, insurance, providers, and only accessors.",Data Class,advanced,Evaluate;Report;List,Healthcare,generation,high,False
data_class_advanced_003,"Write a Python class DetailedTradeExecution with fields for order info, routing, execution venues, fills, timing, costs, compliance data, settlement info, and only property methods.",Data Class,advanced,Write;Recommend;Design,Scientific Computing,generation,high,False
data_class_advanced_004,"Write a Python class InsurancePolicy with comprehensive fields for policy details, coverages, limits, deductibles, premiums, endorsements, claims history, billing, and only getters/setters.",Data Class,advanced,Report;Recommend;Analyze,General Software,generation,high,False
data_class_advanced_005,"Write a Python class ClinicalStudyRecord with fields for study info, protocol, sites, investigators, subjects, visits, data points, adverse events, deviations, and only accessor methods.",Data Class,advanced,Report;Compare;Implement,E-commerce,generation,high,False
refused_bequest_basic_001,"Write a Python class Stack that inherits from list but doesn't use most list methods like insert, remove, or slice operations.",Refused Bequest,basic,Measure,E-commerce,generation,low,False
refused_bequest_basic_002,"Write a Python class ReadOnlyConfig inheriting from dict but raising exceptions for __setitem__, update, and pop.",Refused Bequest,basic,Recommend,Finance,generation,low,False
refused_bequest_basic_003,"Write a Python class LimitedUser inheriting from FullUser but disabling premium_features, admin_actions, and advanced_settings methods.",Refused Bequest,basic,Design,Healthcare,generation,low,False
refused_bequest_basic_004,"Write a Python class RestrictedAccount inheriting from Account but blocking withdraw, transfer, and close methods.",Refused Bequest,basic,Measure,Scientific Computing,generation,low,False
refused_bequest_basic_005,"Write a Python class BasicReport inheriting from AdvancedReport but not implementing export_pdf, schedule, and email methods.",Refused Bequest,basic,Recommend,General Software,generation,low,False
refused_bequest_basic_006,"Write a Python class Stack that inherits from list but doesn't use most list methods like insert, remove, or slice operations.",Refused Bequest,basic,Report,E-commerce,generation,low,False
refused_bequest_intermediate_001,"Write a Python class GuestCustomer inheriting from Customer but raising NotImplementedError for save_payment_method, view_order_history, access_loyalty_program, and manage_subscriptions.",Refused Bequest,intermediate,Design;Recommend,Finance,generation,medium,False
refused_bequest_intermediate_002,"Write a Python class TrialAccount inheriting from PremiumAccount but disabling advanced_analytics, api_access, custom_integrations, and priority_support methods.",Refused Bequest,intermediate,Design;Analyze,Healthcare,generation,medium,False
refused_bequest_intermediate_003,"Write a Python class ViewOnlyDashboard inheriting from Dashboard but blocking edit_layout, add_widget, configure_data_source, and share methods.",Refused Bequest,intermediate,List;Implement,Scientific Computing,generation,medium,False
refused_bequest_intermediate_004,"Write a Python class BasicPatient inheriting from Patient but not implementing upload_documents, request_prescription_refill, schedule_telehealth, and access_portal methods.",Refused Bequest,intermediate,Compare;List,General Software,generation,medium,False
refused_bequest_intermediate_005,"Write a Python class SimpleExperiment inheriting from Experiment but ignoring parallel_execution, distributed_computing, advanced_visualization, and automated_reporting capabilities.",Refused Bequest,intermediate,Recommend;Implement,E-commerce,generation,medium,False
refused_bequest_advanced_001,"Write a Python class RestrictedBrokerageAccount inheriting from FullBrokerageAccount but disabling margin_trading, options_trading, futures_trading, forex_trading, and short_selling while only allowing basic stock purchases.",Refused Bequest,advanced,List;Analyze;Compare,Finance,generation,high,False
refused_bequest_advanced_002,"Write a Python class LimitedPolicy inheriting from ComprehensivePolicy but raising NotImplementedError for add_rider, increase_coverage, file_claim, request_loan, and change_beneficiary methods.",Refused Bequest,advanced,Evaluate;Recommend;Compare,Healthcare,generation,high,False
refused_bequest_advanced_003,"Write a Python class ObservationalStudy inheriting from ClinicalTrial but not implementing randomization, blinding, intervention_assignment, and placebo_control methods.",Refused Bequest,advanced,List;Evaluate;Write,Scientific Computing,generation,high,False
refused_bequest_advanced_004,"Write a Python class BasicERPUser inheriting from ERPAdmin but blocking module_configuration, user_management, workflow_customization, integration_setup, and audit_access.",Refused Bequest,advanced,Compare;Write;Report,General Software,generation,high,False
refused_bequest_advanced_005,"Write a Python class ReadOnlyAnalytics inheriting from AnalyticsPlatform but disabling create_dashboard, modify_reports, export_data, schedule_jobs, and manage_data_sources.",Refused Bequest,advanced,Design;Implement;Evaluate,E-commerce,generation,high,False
comments_smell_basic_001,"Write a Python function with extensive comments explaining what each line does, including obvious operations like 'increment counter by 1' and 'check if value is None'.",Comments (as smell indicator),basic,Evaluate,E-commerce,generation,low,False
comments_smell_basic_002,"Write a Python class with docstrings and comments that are longer than the actual code, explaining every variable assignment.",Comments (as smell indicator),basic,Compare,Finance,generation,low,False
comments_smell_basic_003,"Write a Python function with TODO comments, FIXME notes, and commented-out code blocks that have been there for 'future reference'.",Comments (as smell indicator),basic,Design,Healthcare,generation,low,False
comments_smell_basic_004,Write a Python function where comments apologize for the code or warn other developers about confusing logic instead of clarifying the code.,Comments (as smell indicator),basic,Report,Scientific Computing,generation,low,False
comments_smell_basic_005,Write a Python module with header comments in every function restating the function name and parameters that are already self-documenting.,Comments (as smell indicator),basic,List,General Software,generation,low,False
comments_smell_intermediate_001,"Write a Python e-commerce order processor with comments explaining business rules that should be extracted into well-named functions, including multi-paragraph explanations of discount logic.",Comments (as smell indicator),intermediate,Measure;Recommend,E-commerce,generation,medium,False
comments_smell_intermediate_002,"Write a Python financial calculation module with extensive comments explaining formulas that could be self-documenting code, including ASCII diagrams in comments.",Comments (as smell indicator),intermediate,Report;Evaluate,Finance,generation,medium,False
comments_smell_intermediate_003,"Write a Python healthcare data processor with comments explaining HIPAA compliance that should be in documentation, plus warnings about edge cases in the code.",Comments (as smell indicator),intermediate,Measure;Evaluate,Healthcare,generation,medium,False
comments_smell_intermediate_004,"Write a Python API handler with comments documenting the protocol instead of using proper API documentation tools, including request/response examples in code comments.",Comments (as smell indicator),intermediate,Design;Compare,Scientific Computing,generation,medium,False
comments_smell_intermediate_005,"Write a Python analytics function with historical comments explaining why changes were made, referenced bug tickets, and names of developers who modified sections.",Comments (as smell indicator),intermediate,List;Analyze,General Software,generation,medium,False
comments_smell_advanced_001,"Write a Python trading algorithm with extensive comments explaining market microstructure that belong in documentation, commented-out alternative implementations, warnings about race conditions, and explanations of magic numbers.",Comments (as smell indicator),advanced,Evaluate;List;Write,E-commerce,generation,high,False
comments_smell_advanced_002,"Write a Python claims processor with multi-page comment blocks explaining insurance regulations, commented-out legacy code paths, TODO items from years ago, and apologies for complex conditional logic.",Comments (as smell indicator),advanced,Evaluate;Measure;List,Finance,generation,high,False
comments_smell_advanced_003,"Write a Python clinical decision support function with comments containing medical references, regulatory citations, implementation history, performance warnings, and explanations that compensate for unclear variable names.",Comments (as smell indicator),advanced,Report;List;Design,Healthcare,generation,high,False
comments_smell_advanced_004,"Write a Python ETL pipeline with comments explaining data lineage that should be metadata, warnings about data quality issues, historical notes about source system changes, and explanations of workarounds.",Comments (as smell indicator),advanced,Design;Report;Analyze,Scientific Computing,generation,high,False
magic_numbers_basic_001,"Write a Python function that uses 0.0825 for tax rate, 86400 for seconds in day, 1024 for buffer size without named constants.",Magic Numbers/Strings,basic,Implement,E-commerce,generation,low,False
magic_numbers_basic_002,Write a Python function that checks if value > 100 and value < 10000 without explaining what these thresholds represent.,Magic Numbers/Strings,basic,Measure,Finance,generation,low,False
magic_numbers_basic_003,"Write a Python function that uses 7, 30, 365 for day calculations without constants explaining they're week, month, year.",Magic Numbers/Strings,basic,Recommend,Healthcare,generation,low,False
magic_numbers_basic_004,"Write a Python function that applies discounts of 0.05, 0.10, 0.15, 0.20 based on quantity thresholds without named values.",Magic Numbers/Strings,basic,Measure,Scientific Computing,generation,low,False
magic_numbers_basic_005,"Write a Python function that uses HTTP status codes 200, 400, 401, 403, 404, 500 as literal numbers in conditionals.",Magic Numbers/Strings,basic,Compare,General Software,generation,low,False
magic_numbers_basic_006,"Write a Python function that uses 0.0825 for tax rate, 86400 for seconds in day, 1024 for buffer size without named constants.",Magic Numbers/Strings,basic,Evaluate,E-commerce,generation,low,False
magic_numbers_intermediate_001,"Write a Python e-commerce function that uses literals like 5.99 for shipping, 0.0875 for tax, 25 for free shipping threshold, 10 for max items, 30 for return days, 2.5 for weight multiplier without constants.",Magic Numbers/Strings,intermediate,Implement;Measure,Finance,generation,medium,False
magic_numbers_intermediate_002,"Write a Python financial function using 0.0725 for interest rate, 360 for day count, 12 for periods, 10000 for minimum balance, 0.025 for fee rate, 250000 for FDIC limit without named values.",Magic Numbers/Strings,intermediate,Evaluate;Design,Healthcare,generation,medium,False
magic_numbers_intermediate_003,"Write a Python healthcare function with values like 120/80 for blood pressure, 98.6 for temperature, 7.35-7.45 for pH, 70-100 for glucose without clinical constants.",Magic Numbers/Strings,intermediate,Evaluate;Analyze,Scientific Computing,generation,medium,False
magic_numbers_intermediate_004,"Write a Python analytics function using 0.05 for significance, 0.8 for power, 1.96 for z-score, 30 for minimum sample, 0.3 for effect size without statistical constants.",Magic Numbers/Strings,intermediate,Recommend;Report,General Software,generation,medium,False
magic_numbers_intermediate_005,"Write a Python scheduling function with 9, 17 for work hours, 480 for minutes, 5 for workdays, 2080 for annual hours, 0.5 for lunch duration without named values.",Magic Numbers/Strings,intermediate,Measure;Compare,E-commerce,generation,medium,False
magic_numbers_intermediate_006,"Write a Python e-commerce function that uses literals like 5.99 for shipping, 0.0875 for tax, 25 for free shipping threshold, 10 for max items, 30 for return days, 2.5 for weight multiplier without constants.",Magic Numbers/Strings,intermediate,Measure;Report,Finance,generation,medium,False
magic_numbers_advanced_001,"Write a Python trading function using 0.02 for stop loss, 0.06 for take profit, 0.25 for position size, 10 for ADR multiple, 20/50/200 for MA periods, 14 for RSI period, 2.0 for Bollinger bands, 0.5 for Kelly fraction without named constants.",Magic Numbers/Strings,advanced,Design;List;Evaluate,Healthcare,generation,high,False
magic_numbers_advanced_002,"Write a Python insurance function with limits like 250000, 500000, 1000000 for coverage, 500, 1000, 2500 for deductibles, 0.8 for coinsurance, 6250 for out-of-pocket max, rates like 0.0234, 0.0156, 0.0089 without named values.",Magic Numbers/Strings,advanced,Implement;Design;List,Scientific Computing,generation,high,False
magic_numbers_advanced_003,"Write a Python clinical function with thresholds like 140/90, 126, 6.5, 200, 1.7, 40/50, 130 for diagnostic criteria, 7, 14, 21, 30, 90 for follow-up intervals, 0.5, 1.0, 2.0 for dosing without clinical constants.",Magic Numbers/Strings,advanced,Compare;Implement;List,General Software,generation,high,False
magic_numbers_advanced_004,"Write a Python ML function using 0.001 for learning rate, 32 for batch size, 100 for epochs, 0.2 for dropout, 0.0001 for weight decay, 0.5 for threshold, 42 for random seed, 0.8 for train split without named hyperparameters.",Magic Numbers/Strings,advanced,List;Evaluate;Report,E-commerce,generation,high,False
magic_numbers_advanced_005,"Write a Python logistics function with weights 50, 150, 2000 for categories, dimensions 12, 24, 48 for packages, rates 5.99, 12.99, 29.99 for shipping, zones 1-8 with multipliers 1.0, 1.2, 1.5, 2.0, 2.5 without named values.",Magic Numbers/Strings,advanced,Report;Design;Measure,Finance,generation,high,False
magic_numbers_advanced_006,"Write a Python trading function using 0.02 for stop loss, 0.06 for take profit, 0.25 for position size, 10 for ADR multiple, 20/50/200 for MA periods, 14 for RSI period, 2.0 for Bollinger bands, 0.5 for Kelly fraction without named constants.",Magic Numbers/Strings,advanced,Recommend;Measure;List,Healthcare,generation,high,False
deep_nesting_basic_001,Write a Python function to calculate shipping costs where if domestic then if weight > 10 then if express shipping then if member discount applies then calculate final rate.,Deep Nesting,basic,Recommend,E-commerce,generation,low,False
deep_nesting_basic_002,Write a Python function that checks if user exists then if user is active then if user has permission then if resource is available then perform action.,Deep Nesting,basic,Implement,Finance,generation,low,False
deep_nesting_basic_003,"Write a Python function with nested loops: for each category, for each product, for each variant, for each price tier, apply calculation.",Deep Nesting,basic,Write,Healthcare,generation,low,False
deep_nesting_basic_004,Write a Python function with try inside try inside try blocks for handling different levels of exceptions.,Deep Nesting,basic,Measure,Scientific Computing,generation,low,False
